"","Zeller_fecal_colorectal_cancer","Zeller_fecal_colorectal_cancer.1","Zeller_fecal_colorectal_cancer.2","Zeller_fecal_colorectal_cancer.3","Zeller_fecal_colorectal_cancer.4","Zeller_fecal_colorectal_cancer.5","Zeller_fecal_colorectal_cancer.6","Zeller_fecal_colorectal_cancer.7","Zeller_fecal_colorectal_cancer.8","Zeller_fecal_colorectal_cancer.9","Zeller_fecal_colorectal_cancer.10","Zeller_fecal_colorectal_cancer.11","Zeller_fecal_colorectal_cancer.12","Zeller_fecal_colorectal_cancer.13","Zeller_fecal_colorectal_cancer.14","Zeller_fecal_colorectal_cancer.15","Zeller_fecal_colorectal_cancer.16","Zeller_fecal_colorectal_cancer.17","Zeller_fecal_colorectal_cancer.18","Zeller_fecal_colorectal_cancer.19","Zeller_fecal_colorectal_cancer.20","Zeller_fecal_colorectal_cancer.21","Zeller_fecal_colorectal_cancer.22","Zeller_fecal_colorectal_cancer.23","Zeller_fecal_colorectal_cancer.24","Zeller_fecal_colorectal_cancer.25","Zeller_fecal_colorectal_cancer.26","Zeller_fecal_colorectal_cancer.27","Zeller_fecal_colorectal_cancer.28","Zeller_fecal_colorectal_cancer.29","Zeller_fecal_colorectal_cancer.30","Zeller_fecal_colorectal_cancer.31","Zeller_fecal_colorectal_cancer.32","Zeller_fecal_colorectal_cancer.33","Zeller_fecal_colorectal_cancer.34","Zeller_fecal_colorectal_cancer.35","Zeller_fecal_colorectal_cancer.36","Zeller_fecal_colorectal_cancer.37","Zeller_fecal_colorectal_cancer.38","Zeller_fecal_colorectal_cancer.39","Zeller_fecal_colorectal_cancer.40","Zeller_fecal_colorectal_cancer.41","Zeller_fecal_colorectal_cancer.42","Zeller_fecal_colorectal_cancer.43","Zeller_fecal_colorectal_cancer.44","Zeller_fecal_colorectal_cancer.45","Zeller_fecal_colorectal_cancer.46","Zeller_fecal_colorectal_cancer.47","Zeller_fecal_colorectal_cancer.48","Zeller_fecal_colorectal_cancer.49","Zeller_fecal_colorectal_cancer.50","Zeller_fecal_colorectal_cancer.51","Zeller_fecal_colorectal_cancer.52","Zeller_fecal_colorectal_cancer.53","Zeller_fecal_colorectal_cancer.54","Zeller_fecal_colorectal_cancer.55","Zeller_fecal_colorectal_cancer.56","Zeller_fecal_colorectal_cancer.57","Zeller_fecal_colorectal_cancer.58","Zeller_fecal_colorectal_cancer.59","Zeller_fecal_colorectal_cancer.60","Zeller_fecal_colorectal_cancer.61","Zeller_fecal_colorectal_cancer.62","Zeller_fecal_colorectal_cancer.63","Zeller_fecal_colorectal_cancer.64","Zeller_fecal_colorectal_cancer.65","Zeller_fecal_colorectal_cancer.66","Zeller_fecal_colorectal_cancer.67","Zeller_fecal_colorectal_cancer.68","Zeller_fecal_colorectal_cancer.69","Zeller_fecal_colorectal_cancer.70","Zeller_fecal_colorectal_cancer.71","Zeller_fecal_colorectal_cancer.72","Zeller_fecal_colorectal_cancer.73","Zeller_fecal_colorectal_cancer.74","Zeller_fecal_colorectal_cancer.75","Zeller_fecal_colorectal_cancer.76","Zeller_fecal_colorectal_cancer.77","Zeller_fecal_colorectal_cancer.78","Zeller_fecal_colorectal_cancer.79","Zeller_fecal_colorectal_cancer.80","Zeller_fecal_colorectal_cancer.81","Zeller_fecal_colorectal_cancer.82","Zeller_fecal_colorectal_cancer.83","Zeller_fecal_colorectal_cancer.84","Zeller_fecal_colorectal_cancer.85","Zeller_fecal_colorectal_cancer.86","Zeller_fecal_colorectal_cancer.87","Zeller_fecal_colorectal_cancer.88","Zeller_fecal_colorectal_cancer.89","Zeller_fecal_colorectal_cancer.90","Zeller_fecal_colorectal_cancer.91","Zeller_fecal_colorectal_cancer.92","Zeller_fecal_colorectal_cancer.93","Zeller_fecal_colorectal_cancer.94","Zeller_fecal_colorectal_cancer.95","Zeller_fecal_colorectal_cancer.96","Zeller_fecal_colorectal_cancer.97","Zeller_fecal_colorectal_cancer.98","Zeller_fecal_colorectal_cancer.99","Zeller_fecal_colorectal_cancer.100","Zeller_fecal_colorectal_cancer.101","Zeller_fecal_colorectal_cancer.102","Zeller_fecal_colorectal_cancer.103","Zeller_fecal_colorectal_cancer.104","Zeller_fecal_colorectal_cancer.105","Zeller_fecal_colorectal_cancer.106","Zeller_fecal_colorectal_cancer.107","Zeller_fecal_colorectal_cancer.108","Zeller_fecal_colorectal_cancer.109","Zeller_fecal_colorectal_cancer.110","Zeller_fecal_colorectal_cancer.111","Zeller_fecal_colorectal_cancer.112","Zeller_fecal_colorectal_cancer.113","Zeller_fecal_colorectal_cancer.114","Zeller_fecal_colorectal_cancer.115","Zeller_fecal_colorectal_cancer.116","Zeller_fecal_colorectal_cancer.117","Zeller_fecal_colorectal_cancer.118","Zeller_fecal_colorectal_cancer.119","Zeller_fecal_colorectal_cancer.120"
"k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Coprobacter|s__Coprobacter_fastidiosus",0.00126749987325001,0.00121049975790005,1.89999886000068e-06,0,0,0.00169269983073002,0.00776219922378008,0,0.000839000167800034,5.14e-05,0.000699499790150063,0.000182400091200046,9.9200009920001e-05,0.000369300073860015,0,0,0,0,0,0.000124200012420001,0,0,0.00145610029122006,9.30000093000009e-05,0,0,0.000233999953200009,0.000552899723550138,0,0,0,0,0.000686099931390007,0.0016115,1.14e-05,0,0,0,0,0,0,0,0,0,0.000824800082480008,0,0.000447300044730004,0,0.0001856,0,0,0.0006072,1.65999966800007e-05,0,0,0,0,0,2.62999894800042e-05,0.000829599834080033,0,0.000535800107160022,0,0.000167300033460007,0,0.000944499905550009,0,0.00172189913905043,0,0.0024371,0,0.000241600144960087,0.00103090061854037,0.00024220004844001,1.31000065500033e-05,0,0,0.000408200040820004,0.000406599878020037,0.00194090019409002,0.000713899928610007,0.000407200162880065,0,0,0,0.000470400094080019,0.000715099642450179,1.24000074400045e-05,0,0,0.0001306,0.0002336,0.000791599841680032,0.00243370194696156,0,0,0.0019917,0,0.00010680003204001,9.49999810000038e-06,0.000786800157360031,0,0,0,0,0,0,0.000297799940440012,0,0,0,0.00234490070347021,0,5.04999848500045e-05,0,0,0,0,0,0.00163319902008059,0.0001616
"k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Odoribacter|s__Odoribacter_splanchnicus",0.00222309977769002,0,0.00162729902362059,0.0104192968742109,0.00577009942299006,0.00265419973458003,0.0234478976552102,0.00229360114680057,0,0.008945,0.0011499996550001,0.00131860065930033,0.00575090057509006,0.00654550130910026,0,0.00681049727580109,0.00344540034454003,0.00409479836208066,0,0.0152555015255502,0,0.0022445,0.00599610119922024,0,0.00561850056185006,0.00356069928786014,0.00154269969146006,0.011912194043903,0,0,0,0.0106558,0.00451939954806004,0,0,0.00296699940660012,0.00244709926587022,0.00369970036997004,0.0120123951950419,0,0.00534910106982021,0.0381121885663434,0,0.0056062977574809,0.00159760015976002,0.0099610019922004,0,0,0.012766,0.00866900086690009,0.00387980038798004,0.0141552,0.00103379979324004,0,0,0.0683499273399709,0,0.00735059852988029,0.0116707953316819,0.00950889809822038,0.00374610262227184,0.00349520069904014,0.00222869955426009,0.00610280122056024,0,0.00418759958124004,0.00396889920622016,0.0178542910728545,0.024085704817141,0.0385189,0.00396959880912036,0,0.00692830415698249,0.00817040163408033,0.00192100096050048,0,0.00117009976598005,0.00231580023158002,0.00747269775819067,0.00659490065949007,0.0121257987874201,0.00379550151820061,0,0,0,0.0105944021188804,0.00822029588985206,0.00329560197736119,0,0.00280290084087025,0.006586,0.0073637,0.0319692936061413,0.00260730208584167,0.0051889025944513,0.00238249976175002,0.0078508,0.00112979954808018,0.00509200152760046,0.00451839909632018,0.0112024022404804,0.00859490171898034,0,0.0011943,0.000962599422440346,0.0363115891065233,0,0.00519629896074021,0,0.0145881,0.00309790061958012,0.033064109919233,0,0.00834799749560075,0,0.0018133,0.00159109872712102,0,0,0.00571729656962206,0.0046123
"k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Odoribacter|s__Odoribacter_unclassified",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.93000058600012e-05,0,0,0,0,0.000288000028800003,0,0,0,0,0,0,0,0,0,0.0006455,7.87e-05,0,0,0,0,0,0,0,0,0,0,0.000648100129620026,0.000585600058560006,0,0,0,0,0,0,0,0.00119860023972005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.84000410400246e-05,0,0,0,0,0,0,0,0,0,0,0,0,0.00033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000160899935640026,0,0,0,0,0,0.000571299885740023,0,0,0,0.00160719935712026,0,0
"k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Parabacteroides|s__Parabacteroides_distasonis",0,0.000322499935500013,0.00189059886564068,0.0022617993214602,0,0.000276799972320003,0.0134916986508301,0.0334209167104584,0.00218740043748009,0.0003914,0.0010990996702701,0,0.000148100014810002,0.0224651044930209,0.00447109955289005,0.0210681915727234,0.00464190046419005,0.000790699683720127,0,0.00466650046665005,0.000380199847920061,0.003894,2.30000046000009e-06,0,0,0.00217119956576009,0.00876989824602035,1.09999945000028e-05,4.82999951700005e-05,0.00481679855496043,0.00133470013347001,0.0014139,0,0,0.0016644,9.61999807600039e-05,0.00427389871783038,0.0118587011858701,0.00274879890048044,0.000297500029750003,0,0.000527199841840048,0,0.0910551635779346,0,0.000303100060620012,0.00550750055075006,0.000441000088200018,0.004379,0.00536420053642005,9.6100009610001e-05,4.25e-05,0,0.00364199890740033,0.0203363040672608,0,0,0.00606219878756024,0.031519287392285,0.0373592925281415,6.84000478800335e-05,0.00437380087476018,2.32999953400009e-05,0.0388019077603815,0,0.00360889963911004,0.00375609924878015,0.000186599906700047,0.00715610143122029,0.0025056,0.00801829759451072,4.12000247200148e-05,7.20000432000259e-06,0,0.000233100116550058,0.000115899976820005,0.00102559979488004,3.58000035800004e-05,0.00398899880330036,0.00798640079864008,0.0188367981163202,6.8700027480011e-05,0.00475389952461005,0.000834999499000301,0.0076478,0.00870130174026035,0.0031872984063508,0.00788470473082284,8.69999826000035e-06,0.00123090036927011,0.0011301,9.5e-06,0.0387007922598415,0.0104706083764867,0.00109720054860027,0.000868599913140009,0.0003065,0,0.0492231147669344,1.22999975400005e-05,0.00382170076434015,0.00481400096280019,0,0.009399,0.000269899838060097,0.00321519903544029,0.171041534208307,0.000479799904040019,0.00141369943452023,0.0568851,5.73000114600023e-05,0.0293888088166426,0.0241638975836102,0,0.0075102984979403,0.0253551,0.00307469754024197,0.000678199728720109,0,0.0272195836682498,0.0147354
"k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Parabacteroides|s__Parabacteroides_goldsteinii",0,0,0.000498699700780179,0.00186939943918017,0,9.31999906800009e-05,0.000916199908380009,3.10000155000077e-06,9.22000184400037e-05,0.0039987,0.00416509875047037,0,0.00161610016161002,0,0,0,0.00679950067995007,0.00656599737360105,0,0,0,0.0004011,0.00705160141032028,0,0,0.000815199836960032,0,0,0.000236399976360002,0,0,0.0018062,0,0,0,0,0.000942999717100085,0,0.0050058979976408,0,0.00425010085002017,0,0.000138399889280089,0.0209775916089634,0,7.05000141000028e-05,0.000159900015990002,0,0.0005644,0.000140700014070001,5.31000053100005e-05,0,0.000390999921800016,2.80999915700025e-05,0.000459500091900018,0,0,0,0.00767829692868123,0,0,0.00103610020722004,0,0,0,0.00149979985002001,0.000373499925300015,0.0227105886447057,0,0.0009496,0.000389399883180035,0,0,0,0,0,0,0,0,0,0,0,0,0.000406199756280146,0,0,0,2.61000156600094e-05,0,0,0,0,0,0.000262300209840168,0,0,0.0001717,0,0,0,0,0.000402600080520016,0,0,0,0,0,0.00346499930700014,0.000346899861240055,0,0,0,0.000308099969190003,0,0,0,0,0,0.000408799836480065,0,0
"k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Parabacteroides|s__Parabacteroides_johnsonii",0,0,8.99999460000324e-07,0,0,0,0,0.00570540285270143,2.87000057400012e-05,0,0,0.000217700108850054,1.60000016000002e-06,0,0,0,0,0,0,0,0,1.38e-05,0,0.00250110025011003,0,0,1.61999967600006e-05,0,0,0,0,0.0046577,0,0.0036747,0,0,5.69999829000051e-06,9.7500009750001e-05,0,0.000153600015360002,0.0073864014772803,3.79999886000034e-06,0,0,0,0.000548700109740022,1.19000011900001e-05,0,0,0,4.58000045800005e-05,0,0,0,0,0,0,0,0,0,8.11000567700397e-05,0,0,0,0,0,0.000101499979700004,0,0,0,0,9.00000540000324e-06,1.91000114600069e-05,0,0,0,0,0.000598200059820006,0,0,0,0,0,0,0,0,0.019978190010905,0,0,0,4.66e-05,0,0,6.80000544000435e-06,0.0023865011932506,0,0,0,0,0.000616199876760025,0,0,0,0,0,0,0,0,0,0,0,0.00350610105183031,0.00703409929659007,0,0,0,0,0.000201199919520032,0.000395199841920063,2.13999871600077e-05,3.97e-05
"k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Parabacteroides|s__Parabacteroides_merdae",0.00796199920380008,0.0116429976714005,0.00724939565036261,0.0200224939932518,0.0119371988062801,0.00227289977271002,0.0172339982766002,0.00203690101845051,0.0181024036204807,0.0061165,0,0.0431577215788608,0.0133043013304301,0.0341276068255214,0.0126875987312401,0,0,0,0,0.0115864011586401,0.0381963847214461,0.0058438,0.0420432084086417,0.0225843022584302,0,0.00165589966882007,0.00596729880654024,0.0164221917889041,0,0.00210429936871019,0.0106684010668401,0.0044272,0.00370309962969004,0,0.0021183,0.00183189963362007,0.00383649884905035,0.0105486010548601,0.0018621992551203,0.00281110028111003,0,0.00639259808222058,0.00195899843280125,0,0.0444222044422204,0.00336230067246013,0.00623330062333006,0.024615304923061,0.0202337,0,0.00140450014045001,3.05e-05,0,0,0.0459388091877618,0,0,0.0208989958202008,0.00351649859340056,0.0400683919863216,0.00523520366464256,0,0,0.0196897039379408,0,0.00793589920641008,6.14999877000025e-05,0.000260399869800065,0.0546129109225822,0.0118903,0.0195928941221318,0.00254750152850092,0.0132769079661448,0.0117849023569805,0.00197450098725049,0.000376999924600015,0,0.0176910017691002,0.0128147961555612,0.0294213029421303,0.00709499929050007,0.0205142082056833,0,0.00184709889174066,0.0162132,0.0185877037175407,0,0.0122017073210244,0.0519683896063221,0.00242890072867022,0.0047663,0.0275142,0,0.0613690490952393,0.000286600143300072,0.0203910979608902,0.0107497,0,0,0.0267631946473611,0.0099411019882204,0.0116698023339605,0,0.0034276,7.56999545800273e-05,0.0232217930334621,0.000806600161320032,0.00879219824156035,0.00190639923744031,0.0039606,0.00191830038366008,0.021988406596522,0,0.00129479961156012,0.00206479958704008,0.0059932,0,0.000495999801600079,0.00037499985000006,0.0232029860782084,0.0030502
"k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Parabacteroides|s__Parabacteroides_sp_D13",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.151278624360688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Parabacteroides|s__Parabacteroides_unclassified",0,0,0,2.13999935800019e-05,0.00462089953791005,0.00214569978543002,0,0,0,0,0.0066259980122006,0,0,0,0,0.000929099628360149,0.0396944039694404,0.0120454951818019,1.82000036400007e-05,0,0,0.013934,0,0,0,0,0,0,0.000605499939450006,0.125368562389431,0,0,0.00283609971639003,0.0452602,0,0.00484549903090019,0,0,0,0,0,0.000864599740620078,0,0,0,0.00642560128512026,0,0,0,0.00766230076623008,0,0.112961,0,0.0262844921146524,0,0,0,0.00705489858902028,0,0,0,0.00132540026508005,0.00904779819044036,0.0266558053311611,0,0,0.000869599826080035,0.0301664849167575,0,0,0,0,0,0,0,0,0.00351699929660014,0,0,0,0,0,0.00849129915087008,0.0019362988382207,0,0,0.00454359772820114,0,0,0,0.005136,0,0.0393426921314616,0,0,0,0.0796433,0,0,0,0,0,0.00912610182522037,0.0004125,0.00295609822634106,0,0,0.00707929858414028,0,0,0.000174800034960007,0,0.0378489962151004,0.00267789919663024,0.00183179963364007,0,0,0.00138159944736022,0.0111278955488418,0.0646150612309632,0
"k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Porphyromonas|s__Porphyromonas_asaccharolytica",0,0,0,0,0,0,0,0,0,0,0,2.30000115000058e-05,0,0,0,0,0,0,0,0,0,0,0,4.10000041000004e-06,0,0,0,0.000157299921350039,0,7.21999783400065e-05,0,0,0,0,0,0,0,0,0.0031331987467205,0,0,0.000195499941350018,0,0,0,0.0146155029231006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.4000038400023e-05,0,0.00550440275220138,0,0,0.00550410055041005,0,0,0.000729599927040007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000181899945430016,0,0,0.00180459927816029,0,0,0.00432920129876039,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Porphyromonas|s__Porphyromonas_bennonis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000141499929250035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Porphyromonas|s__Porphyromonas_endodontalis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000851299659480136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0089051973284408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00466490093298019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Porphyromonas|s__Porphyromonas_gingivalis",0,0,0,0,0,0,4.24999957500004e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Porphyromonas|s__Porphyromonas_somerae",0,0,0,0,0,0,0,0,0,0,0,0.00368760184380092,0,0,0,0,0,0,0,0,0,0,0,3.91000039100004e-05,0,0,0,7.77999611000194e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00519480103896021,0,0,6.7e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00390530078106016,0,0,0,2.28000136800082e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00152919954124014,0,0,3.98999840400064e-05,0,0,0.00151640045492014,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Porphyromonas|s__Porphyromonas_uenonis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.49999775000068e-06,0,0,0,0,0,0,0,0,0.000702299719080112,0,0,1.98999940300018e-05,0,0,0,0.00172770034554007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.43000321500161e-05,0,0,0,0,0,1.78999982100002e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Alloprevotella|s__Alloprevotella_rava",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000142699942920023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Alloprevotella|s__Alloprevotella_tannerae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0111531977693604,0,0,0,0.0104525968642209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Alloprevotella|s__Alloprevotella_unclassified",1.14999988500001e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.91999883200047e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.41000068200014e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Paraprevotella|s__Paraprevotella_clara",0,0,0,0,0,0,0,0,0,0,0,0.000797700398850199,0,0,0,0,0,0,0,0.00317150031715003,0,0.0002379,0,0.00109610010961001,0,0.00266549946690011,0,0.00169519915240042,0,0.000248899925330022,0,0.0011213,0.00153629984637002,0,0,0,0,0.00183360018336002,0,0.000895000089500009,0,0,0,0.00339849864060054,0,0.000477900095580019,0.00109130010913001,0,0.0026728,0,0,0,0,0,0.00120960024192005,0,0,0,0,0,0.00186220130354091,0,0,0.000619900123980025,0,0,0,0,0.00283480056696011,0,0,0,0,0,0.000303800151900076,5.89999882000024e-05,0,0.00125540012554001,0,0.00912500091250009,2.07999979200002e-05,0,0,0,0,0,0,0.00134050080430048,0,0.00228050068415021,0,0.0012689,0,0.00119870095896077,0,0.000378499962150004,0.0027241,0,0,0.000478699904260019,0.00220870044174009,0.00291300058260012,0,0.0030334,0,0,0,0,0,6.71e-05,0.0026336005267201,0,0.0096206990379301,0,0,0.0032495,0,0.000942799622880151,0,0.000151599909040055,0
"k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Paraprevotella|s__Paraprevotella_unclassified",0,0,0,0,0,9.9199990080001e-05,0,0.0027939013969507,0,0,0,0.00424570212285106,2.70000027000003e-06,0,0,0,0,0,0,0.00232300023230002,0,0.0006944,0,0.00206150020615002,0,0.00540419891916022,0,0.00330179834910082,0,0.000784199764740071,0,0.0073967,0.00222479977752002,0,0,0,0,0.00575170057517006,0,0.00309600030960003,0,0,0,0.00669139732344107,0,0.00118450023690005,0.00218060021806002,0,0.0113516,0,0,0,0,0,0.00211950042390008,0,0,0,0,0,0.00341560239092167,0,0,0.0026053005210601,0,0,0,0,0.00841680168336034,0,0,0,0,0,0.000506000253000127,0.000132099973580005,0,0.00210690021069002,0,0.00615450061545006,0.000445899955410004,0,0,0,0,0.00580380116076023,0,0.00375950225570135,0,0.00525330157599047,0,0.0021559,0,0.00242410193928155,0,0.00139209986079001,0.0042654,0,0,0.000831499833700033,0.0048996009799202,0.00236790047358009,0,0.014977,1.31999920800048e-05,0,0,0,0,0.0006554,0.00581000116200023,0,0.0168754983124502,0,0,0.0089755,0,0.00646209741516103,0,0.000658699604780237,0
"k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Paraprevotella|s__Paraprevotella_xylaniphila",0,0,0,0,0,0,0,0.0170870085435043,0,0,0,0.000111100055550028,0,0,0,0,0,0,0,0.000446800044680004,0,7.59e-05,0,1.80000018000002e-05,0,0.000126399974720005,0,6.0099969950015e-05,0,4.15999875200037e-05,0,6.38e-05,8.76999912300009e-05,0,0,0,0,0.000325800032580003,0,0.000269100026910003,0,0,0,0.00012699994920002,0,0,0.000255500025550003,0,0.0004944,0,0,0,0,0,0.000445400089080018,0,0,0,0,0,3.34000233800164e-05,0,0,5.0800010160002e-05,0,0,0,0,0.00125890025178005,0,0,0,0,0,0,0,0,0.000270400027040003,0,0.00097110009711001,0.00150459984954002,0,0,0,0,0.0183710036742007,0,9.9900059940036e-05,0,1.71000051300015e-05,0,2.31e-05,0,0.000173500138800111,0,7.83999921600008e-05,0.0003101,0,0,2.68999946200011e-05,0.000160900032180006,0.000981300196260039,0,0.0005962,0,0,0,0,0,0,6.47000129400026e-05,0,0.00171339982866002,0,0,0.0005903,0,4.58999816400073e-05,0,0,0
"k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_bivia",5.16999948300005e-05,0,0,0,0,0,0,0,0,8.05e-05,0,0,0,0,0.0371044962895504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.06000080600008e-05,0,0,0,0,1.09999989000001e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
