"","metahit","metahit.1","metahit.2","metahit.3","metahit.4","metahit.5","metahit.6","metahit.7","metahit.8","metahit.9","metahit.10","metahit.11","metahit.12","metahit.13","metahit.14","metahit.15","metahit.16","metahit.17","metahit.18","metahit.19","metahit.20","metahit.21","metahit.22","metahit.23","metahit.24","metahit.25","metahit.26","metahit.27","metahit.28","metahit.29","metahit.30","metahit.31","metahit.32","metahit.33","metahit.34","metahit.35","metahit.36","metahit.37","metahit.38","metahit.39","metahit.40","metahit.41","metahit.42","metahit.43","metahit.44","metahit.45","metahit.46","metahit.47","metahit.48","metahit.49","metahit.50","metahit.51","metahit.52","metahit.53","metahit.54","metahit.55","metahit.56","metahit.57","metahit.58","metahit.59","metahit.60","metahit.61","metahit.62","metahit.63","metahit.64","metahit.65","metahit.66","metahit.67","metahit.68","metahit.69","metahit.70","metahit.71","metahit.72","metahit.73","metahit.74","metahit.75","metahit.76","metahit.77","metahit.78","metahit.79","metahit.80","metahit.81","metahit.82","metahit.83","metahit.84","metahit.85","metahit.86","metahit.87","metahit.88","metahit.89","metahit.90","metahit.91","metahit.92","metahit.93","metahit.94","metahit.95","metahit.96","metahit.97","metahit.98","metahit.99","metahit.100","metahit.101","metahit.102","metahit.103","metahit.104","metahit.105","metahit.106","metahit.107","metahit.108","metahit.109"
"k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Porphyromonas|s__Porphyromonas_bennonis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.19000023800005e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0001339,0,0
"k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Porphyromonas|s__Porphyromonas_somerae",0,0,0,0,0,1.25e-05,3.71999925600015e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000684599794620062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000428699871390039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.041602024961215,0,0,0,0,5.02e-05,0,0
"k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Porphyromonas|s__Porphyromonas_uenonis",0,0,0,0,0,1.6e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000273700054740011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00112490056245028,0,0,0,5.48000383600268e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00077720046632028,0,0,0,7.40000370000185e-06,0,0,0
"k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Alloprevotella|s__Alloprevotella_unclassified",0,0,0.000283299943340011,0.0002877,0,0,0,0,0,0,0,4e-05,0,0,7.55999697600121e-05,0.000235300023530002,0,0,0,0,0,3.85000154000062e-05,0,0,0,0,0,0,0,0,0.000104100010410001,0,0,0,0,0,0,0,0,9.03000090300009e-05,5.66999829900051e-05,0.000756399697440121,0,0,0,3.92999960700004e-05,0,0.000325499869800052,0,0,0,0,2.32999953400009e-05,0,0,0,0,0,2.71e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,6.11000244400098e-05,0,0,0.00102180020436004,4.06000040600004e-05,0,5.87999823600053e-05,0,0,0,0,0,0.000168600050580015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000314800031480003,2.05000041000008e-05,4.87000292200175e-05,0,0,0,3.2000016000008e-05,0,0,0
"k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Paraprevotella|s__Paraprevotella_clara",0.00255079923476023,0,0.0116639976672005,0.0049908,0,0,0,0,0.0244959926512022,0,0,0,0,0,0.00049739980104008,0.00736500073650007,0,0,0.00464389907122019,0.0132294039688212,0,0,0,0,0,0,0.00153220015322002,0,0.0092514,0,0.0358957035895704,0.144409928881986,0,0,0.00801410480846288,0,0.00236499952700009,0.000178499982150002,0,0.00518840051884005,0.00910129726961082,1.13999954400018e-05,0.00610139755944098,0.00788729921127008,0,0,0,0.00287599884960046,0,4.49999820000072e-06,0,0,0,0.00288209913537026,0.00286610057322011,0,0,0.00416119833552067,0,0,0,0.00397469920506016,0.00170839965832007,0,0,0,0.00960880384352154,0,0.00217710043542009,0,0,0,0.0165320066128026,0.00376510112953034,0.000582300291150146,0,0.00498090049809005,0,0,0.00020020010010005,0,0,0,0.0022529015770311,0.00232380069714021,0,0,0,0,0,0,0,0.00122050012205001,0,0,0,0.00136870013687001,0,0,0.000588200117640023,0.00208520020852002,0,0.00816850490110294,0,0.00724449782665065,0.00421629831348067,0,0,0,0.000287600028760003
"k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Paraprevotella|s__Paraprevotella_unclassified",0.00201469939559018,0,0.0324589935082013,0.009837,0,0,0,0,0.0136510959046712,0,0,0,0,0,0.0012262995094802,0.0226281022628102,0.00303870182322109,0,0.00724909855018029,0.022380206714062,0.0121505975698805,0,0,0,0,0,0.00305110030511003,0,0.0173926,0,0.0673178067317807,0.112456322491265,0,0,0.00791260474756285,0,0.0050148989970202,0.000730099926990007,0,0.0115657011565701,0.0187242943827117,0.0413489834604066,0.012667794932882,0.0145795985420401,0,0,0,0.00504629798148081,0,0.00275079889968044,0,0,0,0.00881069735679079,0.00635250127050025,0,0,0.00856699657320137,0,0,0,0.00717209856558029,0.00299679940064012,0,0,0,0.0115554046221618,0,0.00149210029842006,0,0,0,0.0243068097227239,0.00575530172659052,0.000670700335350168,0.00538290107658022,0.00798510079851008,0,0,0.000493900246950124,0,0,0,0.00756570529599371,0.00354250106275032,0,0,0,0,0,0,0,0.00262260026226003,0,0,0,0.00260720026072003,0,0,0.000809500161900032,0.00292710029271003,0,0.00519450311670187,0,0.0055464983360505,0.00280129887948045,0,0.0033346,0,0.000371400037140004
"k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Paraprevotella|s__Paraprevotella_xylaniphila",0.000789999763000071,0,0.00297679940464012,7.42e-05,0,0,0,0,0.00595929821221054,0,0,0,0,0,3.58999856400057e-05,0.00178610017861002,0.00737850442710266,0,0.00140959971808006,0.00275460082638025,0.0517923896415221,0,0,0,0,0,5.13000051300005e-05,0,0.0020786,0,0.000571000057100006,0.0230229046045809,0,0,0.000837200502320301,0,7.80999843800031e-05,0,0,0.000558600055860006,0.00055649983305005,0.18609112556355,0.000326899869240052,0.00118559988144001,0,0,0,0.000842499663000135,0,0.0108608956556417,0,0,0,0.000204399938680018,0.000181100036220007,0,0,0.000681499727400109,0,0,0,0.000272299945540011,0.000586399882720024,0,0,0,0.00223690089476036,0,0.000464400092880019,0,0,0,0.00130340052136021,0.000464200139260042,9.84000492000246e-05,0.00966840193368039,0.000573300057330006,0,0,7.10000355000178e-06,0,0,0,0.000190000133000093,0.000366600109980033,0,0,0,0,0,0,0,0.000279300027930003,0,0,0,0.000237300023730002,0,0,9.80000196000039e-06,0.000474100047410005,0,0.00215980129588078,0,0.000843299747010076,0.000422099831160068,0,0.0060017,0,6.10000061000006e-06
"k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_bivia",0,0,1.29999974000005e-06,0,0,1.03e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00026280005256001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.6000022400009e-06,0,0,0,0,0,0.00022009993397002,0,0,0,0,0,0,0,0,0,0,0,0.000322600096780029,1.07000053500027e-05,0,0.0007922,0,0.000238800143280086,0,0,0,0,0,0,0,0,0,0,0.000145000072500036,0,0,0
"k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_buccae",0,9.07e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000247899975210002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.00000020000002e-05,0,0,0,0,0,0
"k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_buccalis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000543699836890049,0,0,0,0,0,3.54000070800014e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000965099710470087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.59000155400093e-05,0,0,0,0,0,0,0
"k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_copri",0,0,0.372248025550395,0.1071433,0,0,0,0,0,0,0,0,0.4620388,0,0.104781358087457,0.0602381060238106,0.587344652406791,0,0.654217469156506,0,0.000123699975260005,0,0,0,0,0,0,0,0,0,0.161154316115432,0,0,0.254286676286003,0.119343071605843,0,0,0.0847187915281209,0,0.000280800028080003,0,0,0,0,0,0,0,0.276523089390764,0.387320977464196,0.154941038023585,0,0,0,0,0,0,0,0,0,0,0,0.128055974388805,0.560601087879782,0.0023488,0,0,0,0,0.675200835040167,0.303479439304112,0.00109809978038004,0.000291599825040105,0.0379705151882061,0,0.268299434149717,0.300209860041972,0.507797150779715,0,0,0.255882627941314,0.00156100015610002,0,0,0.000620700434490304,0.406835122050537,0,0,0,0,0,0,0,0.645859264585926,0,0,0,0,0,0,0,0.000156400015640002,0,0.0247351148410689,0,0,0.0766642693342923,0.000144500072250036,0.4110882,5.39999838000049e-06,3.82000038200004e-05
"k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_disiens",0,0,7.09999858000029e-05,0,0,0,0,0,0,0,0,0,3.31e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.57000171400034e-05,0,0,0,0,4.84999951500005e-05,0,0,0.000601800120360024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.89000115600046e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000118800083160058,0,0,0,0,0,0,0,0,0,0.0005024,0,0,0,0,0,0,3.67000036700004e-05,0,0.000133600080160048,0,0,0,0,0,0,0
"k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_melaninogenica",0,0,0,0,0,2.84e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.76000088000044e-05,0,0,0
"k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_multisaccharivorax",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.67000076700008e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_oris",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.52000151200091e-05,0.000398900039890004,0,0,0,0,0,0
"k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_stercorea",0,0,0,0,0,0.0236212,0,0,0,0,0,0,0,0,0.0154741938103225,0.0850301085030108,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0504561848631446,0.000162200016220002,0,0,0,0,0,0,0.00411029958897004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00319220127688051,0,0.00968850484425242,0.0156181031236206,0,0,0.0496570851028745,0,2.05000020500002e-05,0,0,0,0.0157757047327114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_timonensis",0,0,0,0,0,5.2e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000228600045720009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000235100164570115,0,0,0,0,0,0,0,0,0,0.0003645,0,0,0,0,0,0,0,0,0.000213300127980077,0,0,0,0,0,0,0
"k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes|s__Alistipes_finegoldii",0.0250773924767823,0.0029308,0.0182063963587207,6.05e-05,0.00215989913604035,0.0002201,0.00173439965312007,3.18999904300029e-05,0.00122739963178011,0.000430000086000017,0.00112430011243001,0.000422,0.0011829,0.010905103271531,0,8.43000084300008e-05,0.000652600391560235,0.000303300030330003,5.65999886800023e-05,0.00474530142359043,0,0.000245800098320039,0.000144499971100006,0.00099069980186004,0,0.024818309927324,0.00163190016319002,0.00277379972262003,4.38e-05,0.00244329926701022,0.000250300025030002,0.000870900174180035,0.00297689910693027,0.0131557039467112,0.00212340127404076,0.00184669981533002,0.000803599839280032,0.000446399955360004,0.0265417053083411,0.00382500038250004,0.00278759916372025,0.000455699817720073,0,0,0.00153189954043014,0.0267431973256803,0,4.69999812000075e-06,0.00648590129718026,0.000798199680720128,0.000338599966140003,0.00238780023878002,0.00102969979406004,0.00166439950068015,0.000229700045940009,0.000273700054740011,0.00167040016704002,0.00043899982440007,0.0256289,5.84999883000023e-05,0.00033289990013003,9.9799980040004e-05,0,0.0046325,0.000802100320840128,0.00810089837982032,0.000218600087440035,0.00699779860044028,4.70000094000019e-06,0.000477399904520019,8.26999834600033e-05,0,6.12000244800098e-05,0.000361400108420033,0,0.000589100117820023,0.000266500026650003,0,0.00172609948217016,0.00147080073540037,0,5.88000117600023e-05,0,4.58000320600224e-05,0,0,0,0,0.000659700065970007,0.0131251,0,0,0,0.0017078,0.00370280111084033,0.000300200180120108,0,0.0095642009564201,0,0,0.000252000025200003,0,0,0,0.00228399931480021,0,0.00116260058130029,0.000828,0.000377799886660034,0.000914900091490009
"k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes|s__Alistipes_indistinctus",0.0022221993333402,0,0.000147899970420006,0.0004892,0.00031159987536005,3.63e-05,6.09999878000024e-05,0.000539899838030049,0,0.000658100131620026,0.000812000081200008,0.0031931,0,0.00300530090159027,0,0,0,0.00187520018752002,0.00024649995070001,0.00032900009870003,0.00219939956012009,0.00758300303320121,0.000514999897000021,0.000132199973560005,0,0,0.00403260040326004,0.00179199982080002,0,0.000711899786430064,0.000130700013070001,0.000391800078360016,0.000319799904060029,0,0.00256270153762092,0.00157109984289002,0,0,0.00923820184764037,8.60000086000009e-06,0.000172899948130016,0,0.00087579964968014,0.000651099934890006,0.000241899927430022,0.000941999905800009,0.00131390026278005,0.000655299737880105,0.0024146004829201,0.000648399740640104,0.0111193988880601,7.32000073200007e-05,0,0.000122099963370011,0.000102200020440004,0.00290340058068012,0.000132400013240001,5.10999795600082e-05,0,0.000337199932560014,9.00999729700081e-05,0.000337999932400013,0.00137319972536006,0.0013438,0.000988600395440158,0.00153499969300006,0.000237600095040038,0.000721299855740029,7.82000156400031e-05,0.00190329961934008,0.00050919989816002,0,0.000169500067800027,0,0.000166100083050042,0.000357800071560014,0.000639900063990006,0,0.00831459750562075,8.49000424500212e-05,0,0,0,0.00597590418313293,1.57000047100014e-05,0.000708899929110007,0,0,0.000388400038840004,0.000918,0,0.00182960091480046,0,0.0002409,0.00139120041736013,0,0.000299200029920003,0.00137620013762001,0,0,5.14000051400005e-05,0.000477500095500019,3.68000220800133e-05,0,0.000675099797470061,0.00150339939864024,0.00136190068095034,0.0006821,0.00167499949750015,0.00145980014598001
"k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes|s__Alistipes_onderdonkii",0.078240276527917,0.0208986,0.000190899961820008,0.000188,0.018994192402323,0.0123888,0.0457887908422418,0.00271619918514024,0.0131977960406612,0.101109720221944,0.00519290051929005,0.0004604,0.0184083,0.0395938118781436,0,5.39000053900005e-05,0.00144180086508052,0.00616050061605006,5.20999895800021e-05,0.00078030023409007,0.100215279956944,0.0130060052024021,0.00099999980000004,0.0113951977209605,0.000270100027010003,0.00203560081424033,0.00299310029931003,0.00489089951091005,0.0004481,0,0.00509870050987005,0.00962810192562039,0.00154539953638014,0,0.0287758172654904,0.00131729986827001,0.000685499862900027,0,0.0325866065173213,0.00357400035740004,0.00189319943204017,0.000652699738920104,0.012713794914482,0.0112443988755601,0.0187906943627917,0,0.0483213096642619,0.00055959977616009,0.0179517035903407,0.00965989613604155,0.0169784983021502,0.0112589011258901,0.0346270930745814,0.00797319760804072,0.00218430043686009,0.00458110091622018,0.00300170030017003,0.000421999831200068,0.2389552,0.00325219934956013,0.00184799944560017,0.000345399930920014,0.000200199959960008,0.0022929,0.00296400118560047,0.00917689816462037,0.00099950039980016,0.00285069942986011,5.0200010040002e-05,0.00442629911474018,0.00282029943594011,2.87999827200104e-05,6.76000270400108e-05,0.000691300207390062,0.000294500147250074,2.31000046200009e-05,8.70000087000009e-06,3.88000038800004e-05,0.00144359956692013,0.00252500126250063,0.00386440038644004,0.00575400115080023,0.0191937,8.94000625800438e-05,0,0.0195789980421002,0.0047996,0.0194171058251317,0.00169950016995002,0.0249219,0,0.000784300392150196,0.000189800018980002,0.0023883,0.00125410037623011,0.0161883097129858,0.00807730080773008,0.0702343070234307,0.00674109730356108,1.20000024000005e-05,0.00248750024875003,0.0471190094238019,0,0.00198880019888002,0.0303315909005227,0,0.0277475138737569,0.003618,0.00129959961012012,0.000122300012230001
"k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes|s__Alistipes_putredinis",0.0272011918396424,0,0.050960089807982,0.0134177,0.0583740766503693,0.0599184,0.0663375867324827,0.0488149853555044,0.0505322848403146,0.0189472037894408,0.0802951080295108,0.0326025,0,0.1167323350197,2.08999916400033e-05,0,0.0341328204796923,0.0535744053574405,0.0173015965396807,0.0271812081543624,0.000281499943700011,0.000419400167760067,0.0262958947408211,0.0314859937028013,0.000102500010250001,0.0497045198818079,0.0676062067606207,0.0885819911418009,0.0383796,0,0.0309800030980003,0.0689046137809228,0.0867801739659478,4.85000145500044e-05,0.047132428279457,0.0156957984304202,0.0527567894486421,0,0,0.0297476029747603,0.0407708877687337,0.050145379941848,0.0717511712995315,0,0.0365057890482633,0,0.00025050005010001,0.00105539957784017,0.0610312122062424,0.0659557736176906,0.0387798961220104,0.0355791035579104,0,0.0570021828993451,0.0650005130001026,0.0700556140111228,0.000131000013100001,0.00809059676376129,0,0.0477657904468419,0.0206600938019719,0.0528283894343221,0.00109799978040004,0.0088882,0.0265656106262442,0.111347377730524,0.037417814967126,0.151974569605086,0.00669450133890027,0.049819390036122,0.0406686918662616,0.00175069894958063,0.000282600113040045,0.0230919069275721,0.0253996126998064,0.00099370019874004,0.0378515037851504,0,0.0346966895909931,0.0424101212050606,0,0.0857463171492634,0.086771,0.000318900223230156,0.000539400161820049,0.000143699985630001,0.0005309,0.11573303471991,0.0404508040450804,0.0698842,0,0.000190600095300048,0.00364610036461004,0.0479586,0.0796776239032872,0.0410308246184948,0,0.0335927033592703,0.000386599845360062,0.145133529026706,0.0159203015920302,0.000418300083660017,0.0235668141400885,0,0.0629485811154257,0.0760941695623322,0.0682631341315671,0.0233914,0.055400283379915,0.0191144019114402
"k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes|s__Alistipes_senegalensis",0.00213879935836019,0,0.000440099911980018,0.0002527,0.00129009948396021,5.77e-05,0.00112339977532004,0.000398299880510036,0,0,0.00113220011322001,0.001514,0,0,0.000485999805600078,0.000604300060430006,0.000252800151680091,0.000843000084300008,0.000180199963960007,0.00171850051555015,0.00122149975570005,0,0.00298659940268012,0.00219059956188009,0.0124854012485401,1.13000045200018e-05,0.00392050039205004,0.00505529949447005,0.0003285,0,0.000816600081660008,0.000464700092940019,0.00162009951397015,0,0.00196410117846071,0.00183029981697002,0.000551699889660022,0.000111699988830001,0,0.000107900010790001,0.00105229968431009,0.000522799790880084,0.00197589920964032,0.00111099988890001,0.000806099758170073,0,1.76000035200007e-05,0.000307799876880049,0.000127100025420005,0,0.000311999968800003,0.000273700027370003,2.29999954000009e-06,0.000803499758950072,0.000414500082900017,0.00171860034372007,0,1.07999956800017e-05,4.9e-06,0,8.9399973180008e-05,0.000145599970880006,0.000338899932220014,0,0.000177800071120028,0.00361129927774014,0.000598000239200096,0.000734599853080029,1.19000023800005e-05,0.000102999979400004,0,0,0.00100510040204016,9.90000297000089e-05,0.000111400055700028,0.000787500157500031,8.77000087700009e-05,2.20000022000002e-06,0.00424409872677038,0.000390500195250098,0.00242360024236002,0,0.0015229,0.00575270402689282,0.000140400042120013,0.000290299970970003,0,0,7.00000070000007e-05,0.0001059,0,2.4000012000006e-06,0.000259200025920003,0.0001443,0.0033037009911103,1.00000060000036e-05,0.000418000041800004,0.00131950013195001,0.00105649957740017,0.000119200023840005,0.000856000085600009,4.10000082000016e-06,0,0,0.000647099805870058,0,0.000229800114900057,0.0001066,0.000251499924550023,0.00114390011439001
"k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes|s__Alistipes_shahii",0.0215458935362319,0.0175562,0.00207749958450008,0.0053747,0.0113432954626818,0.0083518,0.00815619836876033,0.00719149784255065,0,0.00206080041216008,0.0153286015328602,0.0147104,0,6.10000183000055e-06,0.00239809904076038,0.00118140011814001,0.00231340138804083,0.00820390082039008,0.00170529965894007,0.00171920051576015,0.00348519930296014,0,7.19999856000029e-06,0.0113805977238805,0.0346422034642203,0.00081100032440013,0.0194646019464602,0.0293918970608103,0.0038751,0.00683679794896062,0.00254820025482003,0.00232870046574009,0.00193879941836017,0,0.00460260276156166,0.00803399919660008,0.0048890990221802,0.00337119966288003,0.000158700031740006,0.0125319012531901,0.0191984942404517,0.0176561929375228,0.00922099631160148,0.00261919973808003,0.00253809923857023,0,0.0136873027374605,0.00471619811352075,0.00347780069556014,0.0024940990023604,0.0270799972920003,0.00469870046987005,0.0110733977853204,0.0138465958460212,0.00935590187118038,0.0216579043315809,0.00735510073551007,0.00277109889156044,0.0098566,0.0119484976103005,0.00214849935545019,0.00844489831102034,0.00217559956488009,0.0018685,0.006248202499281,0.0326903934619213,0.0145974058389623,0.0151235969752806,0.00234000046800009,0.00123109975378005,2.09999958000008e-06,3.17999809200114e-05,0.00345530138212055,0.00964840289452087,0.00236890118445059,0.00189620037924008,0.00144990014499001,0.0337233033723303,0.000196699940990018,0.00491420245710123,0.00105010010501001,0,0.0162091,0.00010130007091005,0.000634100190230057,0.00158869984113002,0,0,0.00160790016079002,0.0112784,0,2.8000014000007e-06,0.000640000064000006,0.0126837,0.0213895064168519,0.00643590386154232,0.00412600041260004,0.0160103016010302,0.0155849937660025,0.0141427028285406,0.000510600051060005,3.56000071200014e-05,0.00203620122172073,0,0.00236689928993021,0,0.00338060169030085,0.0017404,0.00260319921904023,0.0099593009959301
