"","WT2D","WT2D.1","WT2D.2","WT2D.3","WT2D.4","WT2D.5","WT2D.6","WT2D.7","WT2D.8","WT2D.9","WT2D.10","WT2D.11","WT2D.12","WT2D.13","WT2D.14","WT2D.15","WT2D.16","WT2D.17","WT2D.18","WT2D.19","WT2D.20","WT2D.21","WT2D.22","WT2D.23","WT2D.24","WT2D.25","WT2D.26","WT2D.27","WT2D.28","WT2D.29","WT2D.30","WT2D.31","WT2D.32","WT2D.33","WT2D.34","WT2D.35","WT2D.36","WT2D.37","WT2D.38","WT2D.39","WT2D.40","WT2D.41","WT2D.42","WT2D.43","WT2D.44","WT2D.45","WT2D.46","WT2D.47","WT2D.48","WT2D.49","WT2D.50","WT2D.51","WT2D.52","WT2D.53","WT2D.54","WT2D.55","WT2D.56","WT2D.57","WT2D.58","WT2D.59","WT2D.60","WT2D.61","WT2D.62","WT2D.63","WT2D.64","WT2D.65","WT2D.66","WT2D.67","WT2D.68","WT2D.69","WT2D.70","WT2D.71","WT2D.72","WT2D.73","WT2D.74","WT2D.75","WT2D.76","WT2D.77","WT2D.78","WT2D.79","WT2D.80","WT2D.81","WT2D.82","WT2D.83","WT2D.84","WT2D.85","WT2D.86","WT2D.87","WT2D.88","WT2D.89","WT2D.90","WT2D.91","WT2D.92","WT2D.93","WT2D.94","WT2D.95"
"k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillales_noname|g__Gemella|s__Gemella_unclassified",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.68999953100005e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.69999815000093e-05,0,0,0,0,2.64000105600042e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.50999829800034e-05,0,3.69999889000033e-06,1.12e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.91999861600028e-05,0,0,0,0,2.14000128400077e-05,0,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Staphylococcaceae|g__Staphylococcus|s__Staphylococcus_aureus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.28000171200068e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Staphylococcaceae|g__Staphylococcus|s__Staphylococcus_equorum",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Aerococcaceae|g__Abiotrophia|s__Abiotrophia_defectiva",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.20999975800005e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Carnobacteriaceae|g__Granulicatella|s__Granulicatella_adiacens",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.5e-06,0,0,9.10000091000009e-06,3.19999936000013e-06,0,0,1.09e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Carnobacteriaceae|g__Granulicatella|s__Granulicatella_unclassified",0,0,0,0,0,9.7500009750001e-05,0,3.73999925200015e-05,5.51000110200022e-05,0,0,1.71999982800002e-05,0,0,0,0,0.000132499986750001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000118800023760005,0,0,0,0,0,7.46000298400119e-05,2.33000023300002e-05,0,0.000152299969540006,4.02000160800064e-05,0,1.78000053400016e-05,0,0,0,0,0,0,0,0,7.33000219900066e-05,0,0,8.84e-05,0,0,8.25000082500008e-05,4.9199990160002e-05,0,0,1.97e-05,0,0,3.78999924200015e-05,1.26000025200005e-05,1.97999920800032e-05,0,0,0,8.53999829200034e-05,0,9.93e-05,0,0,3.0899972190025e-05,0,2.12999893500053e-05,0,0,0,2.4099995180001e-05,0,0.000186200018620002,0,0,0,0,0,0,0,0,0,7.94000317600127e-05
"k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Enterococcaceae|g__Enterococcus|s__Enterococcus_casseliflavus",0,0,0,0,0,0,0,0,0,0,0,0.000227799977220002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Enterococcaceae|g__Enterococcus|s__Enterococcus_faecalis",0,0,0,7.64000458400275e-05,0,0,0,0.000530899893820021,0,0,0,0,7.81000078100008e-05,0,0,0,0,0,0,0.0001368,0.004256,0,0.0137447,0,0,0,0,0,0,0,0,0,0,0,0.00619260061926006,0,0,0,8.92000356800143e-05,0.00557830055783006,0,0,0.000259100103640041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.4e-06,0,0,0,0.0726332145266429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00443690177476071
"k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Enterococcaceae|g__Enterococcus|s__Enterococcus_faecium",0,0,0,0,0,0.000329600032960003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000673899932610007,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00206960020696002,0,0,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Enterococcaceae|g__Enterococcus|s__Enterococcus_hirae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0063063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.53000045900014e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0192584077033631
"k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus|s__Lactobacillus_acidophilus",6.63999933600007e-05,0.00483309951669005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00411170164468066,0,0.00163720049116015,0,0,0,0,0,0,0,0,0,0,0,0,8.05000161000032e-05,0,0,0,0,0,0,0,0,0,0,0,0,0.0005727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus|s__Lactobacillus_amylovorus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0160867032173406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus|s__Lactobacillus_antri",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000540900054090005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus|s__Lactobacillus_casei_paracasei",0,0,0,0,0,0,0,0,0.0050642010128402,4.00999959900004e-05,0,0,0,0,0,0.00213550128130077,0,0,0,0,0,0,0,1.52000030400006e-05,0,0,0,0,0,0,0.000452700045270005,0,0,0,0,0,0,0,0,3.28000032800003e-05,0,0,0.000404500161800065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0003607,0,0,0,0,0,0,0.000274099753310222,0,0,0,0,0,0,0,0.00268100026810003,0,0,0,0,0,0.000327899967210003,0,0,0.000174500069800028,0
"k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus|s__Lactobacillus_crispatus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000227599954480009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus|s__Lactobacillus_curvatus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.04000031200009e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000107299978540004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus|s__Lactobacillus_delbrueckii",0,0.00137139986286001,0,0,0,0.000125900012590001,0,0,0,0,0,0,0.000588800058880006,0,0.00195929882442071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00243750024375002,0,0,0,0.000649500259800104,0.000197700019770002,5.44999945500005e-05,0.000387099922580015,0.000630000252000101,0,0,0,0,0,0,0.0005558,0,0.0008211,0,0,0,0,0,0,0,0.000816400081640008,0,0,4.70999858700042e-05,9.02e-05,0,0,0,0,0,0,0,0,0.00170699965860007,0,0,9.94e-05,0,0,0,0,0,0,0,0,0,0,0.00049429990114002,0,0.000432700259620156,4.58000091600018e-05,0,0,0,5.94000178200053e-05,0.000408600163440065,0
"k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus|s__Lactobacillus_fermentum",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000303400060680012,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0155786062314425,0,0,0,0,0,0,0,0.0002764,0,0,0.000205000061500018,0,0,0,0,0,0,0,2.70000027000003e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7e-05,0,0,0,0,0.00182230018223002,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus|s__Lactobacillus_gasseri",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0013791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00193210019321002,0,0,0.00715020286008114,0,0,0,0,0,0,0,0.0001487,0,0,0.000186000055800017,0,0,0.000783,0,0,0,0,3.60000036000004e-06,0,0,0,0,0,0,0,0,0.0004307,0.00202779918888032,0,0,0,0,0,0,0,1.9999990000005e-05,0.0001429,0,0,0,0,0.00665170066517007,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus|s__Lactobacillus_gastricus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00025220005044001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus|s__Lactobacillus_johnsonii",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0247862074358622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus|s__Lactobacillus_mucosae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000820700164140033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00131060039318012,0,0
"k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus|s__Lactobacillus_oris",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.91e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0043593,0.0118045952781619,0,0,0,0,0,0,7.26999854600029e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus|s__Lactobacillus_plantarum",0,0,0,0,0,0,0,0,0,0.000866099913390009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000144599985540001,0,0,0,0,0,3.41000136400055e-05,0,0,0,0,0,0,0,9.12e-05,0,0,0.0203808061142418,0,0,0,0,0,0.00178170017817002,0,0,5.15999845200046e-05,0,0,0,0,0,0,0,0.0005209,0.00352429859028056,0,0,5.44e-05,0,0,0,0,0,0,0,0,0,6.69999665000168e-05,0.000395100039510004,0,0,0,0,0,0,0,0,0,0.00113540045416018
"k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus|s__Lactobacillus_reuteri",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000297700089310027,0,0,0,0,0,0,0,0,0.179638253891476,0,0,0,0,0,0,0,0.00210930021093002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0236543976345602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus|s__Lactobacillus_rhamnosus",0,0,0,0,0,0,0,0,0,0,4.49999595000364e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.67e-05,0,0,0,0,0,0,0,0,0,0,0,0,0.000235800094320038,0,0,0,0,0,0,0,0,0,0,0.000259100077730023,8.90999821800036e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00426450042645004,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus|s__Lactobacillus_ruminis",0,0.0203877979612202,0,0,0.000178999982100002,0,0.0175749017574902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000806800161360032,0,0.0186576018657602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0158199936720025,0,0,0,0,0,0,0.0568336,0,0,0.00216199956760009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus|s__Lactobacillus_sakei",0,0,0,0,0,0,0,0,0,0.000137299986270001,0,0,0,0,0,0.000273800164280099,0,0,0,0,0,0,0,0,0.0100715979856804,0,0,0,0,0,0,0,7.5900015180003e-05,0,0,0,0,0,0,0,0,0,0,0,1.60000048000014e-05,0,0,0,0,0,0,0,0,0.000919500275850083,0,0,0,0,0,0,0.000660799867840027,0,0,0,0,0,0,0,0,0,0,0,0,7.60999923900008e-05,0,3.41e-05,0,0,0,0.000263099868450066,0,0,0,0,0,0,0,0.000133300013330001,0,0,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus|s__Lactobacillus_salivarius",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0147566014756601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0033636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000942299623080151,8.07999838400032e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus|s__Lactobacillus_ultunensis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.03000210900063e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus|s__Lactobacillus_vaginalis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0001473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00186910018691002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0002254,0.00595579761768095,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00225550022555002,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Pediococcus|s__Pediococcus_acidilactici",0,0,0,0,0,0,0,0,0,0,5.16999534700419e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.65999693600123e-05,0,0,0,0,0,5.19e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Pediococcus|s__Pediococcus_lolii",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.17999872800051e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Pediococcus|s__Pediococcus_pentosaceus",0,0,0,0,0,0,0,0.000356699928660014,0,0,0.000375599661960304,0,0,0,0,0,0,0,0,0,0,0,2.71e-05,0,0,0,0,7.20999927900007e-05,0,0,0,0,0,0,0,0,0.000498199950180005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.91999763200095e-05,0,0,0.00865779653688139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000413800082760017,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Pediococcus|s__Pediococcus_unclassified",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.59999868000026e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.26e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Leuconostocaceae|g__Leuconostoc|s__Leuconostoc_carnosum",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.04000271200081e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5099989960004e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000625599687200156,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Leuconostocaceae|g__Leuconostoc|s__Leuconostoc_citreum",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.88999981100002e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Leuconostocaceae|g__Leuconostoc|s__Leuconostoc_lactis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0015617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Leuconostocaceae|g__Leuconostoc|s__Leuconostoc_mesenteroides",0,0,0,0,0,0,0,0,0.000120400024080005,3.97999960200004e-05,0,0,0,0,0,0.000376100225660135,0,0,0,0.0002009,0,0,0,0,0,0,0,2.62999973700003e-05,0,0,0,0,0,0,0,0,0.000576799942320006,0,0,0,0,0.000699599860080028,0.000914500365800146,0.0008721,0.000611100183330055,0,7.8000023400007e-06,0,0,0,0,0,0,0,0,0,0,0.000730700146140029,0,0,0,0,0.000159499952150014,0,0,0,0.000469799906040019,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0023517,0.000461199953880005,0,0,0.000133699933150033,0,0,0,0,0,0,0,0,0,0,7.70000308000123e-06
"k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Leuconostocaceae|g__Leuconostoc|s__Leuconostoc_pseudomesenteroides",0,0,0,0,0,0,0,0,1.94000038800008e-05,0,0,0,0,0,0,0,0,0,0,2.02e-05,0,1.56e-05,0,0,0,0,0,4.62999953700005e-05,0,0,0,0,0,0,0,0,2.66999973300003e-05,0,4.72000188800076e-05,0,0,0,0.000167700067080027,0,0.000372100111630033,0,0,0,0,0,0,0,0,0,0,0,0,0.00127600025520005,0,0,0,0,0,0,0,0,1.06999978600004e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.33999926600007e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Leuconostocaceae|g__Leuconostoc|s__Leuconostoc_unclassified",0,0,0,0,0,0,0,0,0,0,0,0,0,8.31000083100008e-05,0,0,0,0,0,0,0,4.03e-05,0,0,0,0,0,0.000152199984780002,0,0,0,0,0,0,0,0,0,0,0.000207300082920033,0,0,0,0,0,0,0,3.50000105000031e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.28999948400021e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Leuconostocaceae|g__Weissella|s__Weissella_cibaria",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000201000120600072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Lactococcus|s__Lactococcus_garvieae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00677780067778007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
